업종,시도,시군구,당월,전월,전년동월
한방병원ㆍ한의원,충청북도,영동군,13,13,14
한방병원ㆍ한의원,충청북도,증평군,9,9,9
한방병원ㆍ한의원,충청북도,진천군,15,16,15
한방병원ㆍ한의원,충청북도,괴산군,6,6,6
한방병원ㆍ한의원,충청북도,음성군,20,20,20
한방병원ㆍ한의원,충청북도,단양군,6,6,6
한방병원ㆍ한의원,충청남도,천안시 동남구,67,68,71
한방병원ㆍ한의원,충청남도,천안시 서북구,112,109,108
한방병원ㆍ한의원,충청남도,공주시,33,33,33
한방병원ㆍ한의원,충청남도,보령시,28,28,28
한방병원ㆍ한의원,충청남도,아산시,60,60,61
한방병원ㆍ한의원,충청남도,서산시,35,35,33
한방병원ㆍ한의원,충청남도,논산시,35,35,36
한방병원ㆍ한의원,충청남도,계룡시,10,10,11
한방병원ㆍ한의원,충청남도,당진시,31,31,31
한방병원ㆍ한의원,충청남도,금산군,20,20,19
한방병원ㆍ한의원,충청남도,부여군,14,14,14
한방병원ㆍ한의원,충청남도,서천군,13,13,13
한방병원ㆍ한의원,충청남도,청양군,7,7,7
한방병원ㆍ한의원,충청남도,홍성군,24,24,23
한방병원ㆍ한의원,충청남도,예산군,20,20,20
한방병원ㆍ한의원,충청남도,태안군,14,14,14
한방병원ㆍ한의원,전라북도,전주시 완산구,137,136,134
한방병원ㆍ한의원,전라북도,전주시 덕진구,96,96,95
한방병원ㆍ한의원,전라북도,군산시,75,75,75
한방병원ㆍ한의원,전라북도,익산시,81,81,82
한방병원ㆍ한의원,전라북도,정읍시,30,29,30
한방병원ㆍ한의원,전라북도,남원시,18,18,19
한방병원ㆍ한의원,전라북도,김제시,20,20,20
한방병원ㆍ한의원,전라북도,완주군,25,25,25
한방병원ㆍ한의원,전라북도,진안군,5,5,5
한방병원ㆍ한의원,전라북도,무주군,8,8,8
한방병원ㆍ한의원,전라북도,장수군,4,4,4
한방병원ㆍ한의원,전라북도,임실군,10,10,10
한방병원ㆍ한의원,전라북도,순창군,7,7,7
한방병원ㆍ한의원,전라북도,고창군,10,10,11
한방병원ㆍ한의원,전라북도,부안군,17,17,17
한방병원ㆍ한의원,전라남도,목포시,53,53,55
한방병원ㆍ한의원,전라남도,여수시,60,61,61
한방병원ㆍ한의원,전라남도,순천시,58,59,59
한방병원ㆍ한의원,전라남도,나주시,27,27,27
한방병원ㆍ한의원,전라남도,광양시,26,26,26
한방병원ㆍ한의원,전라남도,담양군,11,11,12
한방병원ㆍ한의원,전라남도,곡성군,5,5,5
한방병원ㆍ한의원,전라남도,구례군,8,8,8
한방병원ㆍ한의원,전라남도,고흥군,13,13,13
한방병원ㆍ한의원,전라남도,보성군,10,10,10
한방병원ㆍ한의원,전라남도,화순군,15,16,15
한방병원ㆍ한의원,전라남도,장흥군,10,11,11
한방병원ㆍ한의원,전라남도,강진군,8,8,9
한방병원ㆍ한의원,전라남도,해남군,9,10,10
한방병원ㆍ한의원,전라남도,영암군,14,14,14
한방병원ㆍ한의원,전라남도,무안군,17,17,17
한방병원ㆍ한의원,전라남도,함평군,8,8,8
한방병원ㆍ한의원,전라남도,영광군,14,14,14
한방병원ㆍ한의원,전라남도,장성군,8,8,8
한방병원ㆍ한의원,전라남도,완도군,8,8,8
한방병원ㆍ한의원,전라남도,진도군,5,5,5
한방병원ㆍ한의원,전라남도,신안군,6,6,6
한방병원ㆍ한의원,경상북도,포항시 남구,61,61,61
한방병원ㆍ한의원,경상북도,포항시 북구,69,69,67
한방병원ㆍ한의원,경상북도,경주시,67,66,66
한방병원ㆍ한의원,경상북도,김천시,25,25,25
한방병원ㆍ한의원,경상북도,안동시,43,43,42
한방병원ㆍ한의원,경상북도,구미시,93,93,93
한방병원ㆍ한의원,경상북도,영주시,26,26,27
한방병원ㆍ한의원,경상북도,영천시,34,34,36
한방병원ㆍ한의원,경상북도,상주시,25,25,25
한방병원ㆍ한의원,경상북도,문경시,19,19,17
한방병원ㆍ한의원,경상북도,경산시,64,64,66
한방병원ㆍ한의원,경상북도,의성군,8,8,8
한방병원ㆍ한의원,경상북도,청송군,8,8,9
한방병원ㆍ한의원,경상북도,영양군,0,0,0
한방병원ㆍ한의원,경상북도,영덕군,8,8,8
한방병원ㆍ한의원,경상북도,청도군,12,12,12
한방병원ㆍ한의원,경상북도,고령군,8,8,9
한방병원ㆍ한의원,경상북도,성주군,10,10,11
한방병원ㆍ한의원,경상북도,칠곡군,18,18,18
한방병원ㆍ한의원,경상북도,예천군,12,12,11
한방병원ㆍ한의원,경상북도,봉화군,4,4,4
한방병원ㆍ한의원,경상북도,울진군,9,9,9
한방병원ㆍ한의원,경상북도,울릉군,0,0,0
한방병원ㆍ한의원,경상남도,창원시 의창구,53,53,56
한방병원ㆍ한의원,경상남도,창원시 성산구,91,91,95
한방병원ㆍ한의원,경상남도,창원시 마산합포구,50,50,51
한방병원ㆍ한의원,경상남도,창원시 마산회원구,45,45,45
한방병원ㆍ한의원,경상남도,창원시 진해구,44,44,43
한방병원ㆍ한의원,경상남도,진주시,96,97,98
한방병원ㆍ한의원,경상남도,통영시,25,25,25
한방병원ㆍ한의원,경상남도,사천시,27,27,28
한방병원ㆍ한의원,경상남도,김해시,116,115,113
한방병원ㆍ한의원,경상남도,밀양시,25,25,25
한방병원ㆍ한의원,경상남도,거제시,41,41,42
한방병원ㆍ한의원,경상남도,양산시,86,85,85
한방병원ㆍ한의원,경상남도,의령군,6,6,6
한방병원ㆍ한의원,경상남도,함안군,12,12,12
한방병원ㆍ한의원,경상남도,창녕군,10,10,11
한방병원ㆍ한의원,경상남도,고성군,9,9,11
한방병원ㆍ한의원,경상남도,남해군,10,10,10
한방병원ㆍ한의원,경상남도,하동군,10,10,10
한방병원ㆍ한의원,경상남도,산청군,15,15,15
한방병원ㆍ한의원,경상남도,함양군,11,11,12
한방병원ㆍ한의원,경상남도,거창군,14,14,14
한방병원ㆍ한의원,경상남도,합천군,13,13,13
한방병원ㆍ한의원,제주특별자치도,제주시,147,147,148
한방병원ㆍ한의원,제주특별자치도,서귀포시,54,54,52
한방병원ㆍ한의원,강원특별자치도,춘천시,68,68,69
한방병원ㆍ한의원,강원특별자치도,원주시,117,116,114
한방병원ㆍ한의원,강원특별자치도,강릉시,61,62,62
한방병원ㆍ한의원,강원특별자치도,동해시,19,19,18
한방병원ㆍ한의원,강원특별자치도,태백시,7,7,7
한방병원ㆍ한의원,강원특별자치도,속초시,23,23,24
한방병원ㆍ한의원,강원특별자치도,삼척시,11,11,10
한방병원ㆍ한의원,강원특별자치도,홍천군,12,12,12
한방병원ㆍ한의원,강원특별자치도,횡성군,13,13,13
한방병원ㆍ한의원,강원특별자치도,영월군,6,6,6
한방병원ㆍ한의원,강원특별자치도,평창군,10,10,10
한방병원ㆍ한의원,강원특별자치도,정선군,5,5,5
한방병원ㆍ한의원,강원특별자치도,철원군,10,10,10
한방병원ㆍ한의원,강원특별자치도,화천군,4,4,4
한방병원ㆍ한의원,강원특별자치도,양구군,4,4,4
한방병원ㆍ한의원,강원특별자치도,인제군,7,7,7
한방병원ㆍ한의원,강원특별자치도,고성군,6,6,6
한방병원ㆍ한의원,강원특별자치도,양양군,4,4,3
간판광고물업,서울특별시,종로구,112,112,114
간판광고물업,서울특별시,중구,168,169,172
간판광고물업,서울특별시,용산구,47,48,50
간판광고물업,서울특별시,성동구,107,108,107
간판광고물업,서울특별시,광진구,112,112,113
간판광고물업,서울특별시,동대문구,85,85,86
간판광고물업,서울특별시,중랑구,101,101,100
간판광고물업,서울특별시,성북구,64,64,66
간판광고물업,서울특별시,강북구,65,66,66
간판광고물업,서울특별시,도봉구,51,51,52
간판광고물업,서울특별시,노원구,43,43,41
간판광고물업,서울특별시,은평구,86,86,92
간판광고물업,서울특별시,서대문구,49,49,48
간판광고물업,서울특별시,마포구,125,123,126
간판광고물업,서울특별시,양천구,81,81,83
간판광고물업,서울특별시,강서구,76,78,81
간판광고물업,서울특별시,구로구,90,91,87
간판광고물업,서울특별시,금천구,108,108,115
간판광고물업,서울특별시,영등포구,152,153,157
간판광고물업,서울특별시,동작구,66,65,67
간판광고물업,서울특별시,관악구,68,68,71
간판광고물업,서울특별시,서초구,121,121,126
간판광고물업,서울특별시,강남구,197,196,206
간판광고물업,서울특별시,송파구,136,135,141
간판광고물업,서울특별시,강동구,101,100,101
간판광고물업,부산광역시,중구,23,23,24
간판광고물업,부산광역시,서구,17,17,18
간판광고물업,부산광역시,동구,20,20,19
간판광고물업,부산광역시,영도구,14,14,14
간판광고물업,부산광역시,부산진구,89,90,89
간판광고물업,부산광역시,동래구,82,82,86
간판광고물업,부산광역시,남구,50,50,50
간판광고물업,부산광역시,북구,32,32,30
간판광고물업,부산광역시,해운대구,60,60,65
간판광고물업,부산광역시,사하구,67,67,66
간판광고물업,부산광역시,금정구,77,77,75
간판광고물업,부산광역시,강서구,56,53,50
간판광고물업,부산광역시,연제구,50,51,50
간판광고물업,부산광역시,수영구,44,44,41
간판광고물업,부산광역시,사상구,104,104,108
간판광고물업,부산광역시,기장군,43,44,41
간판광고물업,대구광역시,중구,95,94,98
간판광고물업,대구광역시,동구,104,107,104
간판광고물업,대구광역시,서구,81,82,81
간판광고물업,대구광역시,남구,84,83,88
간판광고물업,대구광역시,북구,111,111,118
간판광고물업,대구광역시,수성구,111,112,107
간판광고물업,대구광역시,달서구,125,124,126
간판광고물업,대구광역시,달성군,41,40,42
간판광고물업,대구광역시,군위군,7,7,7
간판광고물업,인천광역시,중구,32,32,31
간판광고물업,인천광역시,동구,23,23,28
간판광고물업,인천광역시,미추홀구,96,97,96
간판광고물업,인천광역시,연수구,30,30,29
간판광고물업,인천광역시,남동구,102,103,109
간판광고물업,인천광역시,부평구,98,98,99
간판광고물업,인천광역시,계양구,65,66,63
간판광고물업,인천광역시,서구,106,105,101
간판광고물업,인천광역시,강화군,15,15,19
간판광고물업,인천광역시,옹진군,0,0,0
간판광고물업,광주광역시,동구,37,37,37
간판광고물업,광주광역시,서구,101,101,98
간판광고물업,광주광역시,남구,54,54,56
간판광고물업,광주광역시,북구,169,168,165
간판광고물업,광주광역시,광산구,73,72,75
간판광고물업,대전광역시,동구,76,75,76
간판광고물업,대전광역시,중구,95,91,90
간판광고물업,대전광역시,서구,108,110,111
간판광고물업,대전광역시,유성구,33,33,34
간판광고물업,대전광역시,대덕구,74,75,75
간판광고물업,울산광역시,중구,73,73,73
간판광고물업,울산광역시,남구,120,121,121
간판광고물업,울산광역시,동구,14,14,15
간판광고물업,울산광역시,북구,25,26,24
간판광고물업,울산광역시,울주군,47,47,46
간판광고물업,세종특별자치시,세종시,33,33,30
간판광고물업,경기도,수원시 장안구,44,43,41
간판광고물업,경기도,수원시 권선구,76,75,75
간판광고물업,경기도,수원시 팔달구,61,62,65
간판광고물업,경기도,수원시 영통구,34,34,36
간판광고물업,경기도,성남시 수정구,57,57,57
간판광고물업,경기도,성남시 중원구,67,66,67
간판광고물업,경기도,성남시 분당구,72,72,78
간판광고물업,경기도,의정부시,96,96,94
간판광고물업,경기도,안양시 만안구,57,57,55
간판광고물업,경기도,안양시 동안구,66,66,63
간판광고물업,경기도,부천시,174,174,174
간판광고물업,경기도,광명시,62,61,59
간판광고물업,경기도,평택시,91,91,91
간판광고물업,경기도,동두천시,25,25,24
간판광고물업,경기도,안산시 상록구,73,74,76
간판광고물업,경기도,안산시 단원구,91,91,92
간판광고물업,경기도,고양시 덕양구,133,134,122
간판광고물업,경기도,고양시 일산동구,208,205,211
간판광고물업,경기도,고양시 일산서구,82,83,93
간판광고물업,경기도,과천시,20,21,17
간판광고물업,경기도,구리시,53,54,55
간판광고물업,경기도,남양주시,244,244,230
간판광고물업,경기도,오산시,41,41,41
간판광고물업,경기도,시흥시,122,123,115
간판광고물업,경기도,군포시,54,55,59
간판광고물업,경기도,의왕시,17,17,18
간판광고물업,경기도,하남시,155,155,148
간판광고물업,경기도,용인시 처인구,84,83,82
간판광고물업,경기도,용인시 기흥구,33,33,34
간판광고물업,경기도,용인시 수지구,20,20,23
간판광고물업,경기도,파주시,200,201,194
간판광고물업,경기도,이천시,41,40,39
간판광고물업,경기도,안성시,33,34,35
간판광고물업,경기도,김포시,116,116,116
간판광고물업,경기도,화성시,177,178,174
간판광고물업,경기도,광주시,175,176,168
간판광고물업,경기도,양주시,59,59,59
간판광고물업,경기도,포천시,71,70,66
간판광고물업,경기도,여주시,28,28,29
간판광고물업,경기도,연천군,13,13,12
간판광고물업,경기도,가평군,11,11,11
간판광고물업,경기도,양평군,20,20,22
간판광고물업,충청북도,청주시 상당구,44,44,48
간판광고물업,충청북도,청주시 서원구,39,39,39
간판광고물업,충청북도,청주시 흥덕구,57,57,57
간판광고물업,충청북도,청주시 청원구,49,49,45
간판광고물업,충청북도,충주시,60,60,61
간판광고물업,충청북도,제천시,46,44,41
간판광고물업,충청북도,보은군,9,9,9
간판광고물업,충청북도,옥천군,6,5,5
간판광고물업,충청북도,영동군,11,11,9
간판광고물업,충청북도,증평군,8,8,8
간판광고물업,충청북도,진천군,24,24,23
간판광고물업,충청북도,괴산군,6,6,5
간판광고물업,충청북도,음성군,24,25,24
간판광고물업,충청북도,단양군,13,13,15
간판광고물업,충청남도,천안시 동남구,80,80,82
간판광고물업,충청남도,천안시 서북구,80,80,76
간판광고물업,충청남도,공주시,29,29,28
간판광고물업,충청남도,보령시,27,27,27
간판광고물업,충청남도,아산시,55,55,52
간판광고물업,충청남도,서산시,40,39,41
간판광고물업,충청남도,논산시,42,43,42
간판광고물업,충청남도,계룡시,9,9,8
간판광고물업,충청남도,당진시,36,36,36
간판광고물업,충청남도,금산군,13,13,13
간판광고물업,충청남도,부여군,8,7,7
간판광고물업,충청남도,서천군,17,17,17
간판광고물업,충청남도,청양군,3,3,4
간판광고물업,충청남도,홍성군,14,14,13
간판광고물업,충청남도,예산군,18,18,18
간판광고물업,충청남도,태안군,18,18,18
간판광고물업,전라북도,전주시 완산구,109,108,114
간판광고물업,전라북도,전주시 덕진구,103,103,98
간판광고물업,전라북도,군산시,69,69,69
간판광고물업,전라북도,익산시,93,93,90
간판광고물업,전라북도,정읍시,31,31,29
간판광고물업,전라북도,남원시,25,25,24
간판광고물업,전라북도,김제시,22,22,21
간판광고물업,전라북도,완주군,13,13,14
간판광고물업,전라북도,진안군,7,7,7
간판광고물업,전라북도,무주군,8,8,9
간판광고물업,전라북도,장수군,6,6,5
간판광고물업,전라북도,임실군,3,3,4
간판광고물업,전라북도,순창군,8,8,7
간판광고물업,전라북도,고창군,18,18,17
간판광고물업,전라북도,부안군,16,16,14
간판광고물업,전라남도,목포시,90,91,93
간판광고물업,전라남도,여수시,79,79,84
간판광고물업,전라남도,순천시,82,82,82
간판광고물업,전라남도,나주시,30,31,31
간판광고물업,전라남도,광양시,38,39,37
간판광고물업,전라남도,담양군,10,10,9
간판광고물업,전라남도,곡성군,5,5,4
간판광고물업,전라남도,구례군,5,5,5
간판광고물업,전라남도,고흥군,11,11,12
간판광고물업,전라남도,보성군,8,8,8
간판광고물업,전라남도,화순군,22,22,21
간판광고물업,전라남도,장흥군,9,9,9
간판광고물업,전라남도,강진군,10,10,10
간판광고물업,전라남도,해남군,21,20,20
간판광고물업,전라남도,영암군,13,13,14
간판광고물업,전라남도,무안군,18,18,18
간판광고물업,전라남도,함평군,10,10,9
간판광고물업,전라남도,영광군,12,12,11
간판광고물업,전라남도,장성군,12,12,15
간판광고물업,전라남도,완도군,10,10,10
간판광고물업,전라남도,진도군,11,11,13
간판광고물업,전라남도,신안군,0,0,0
간판광고물업,경상북도,포항시 남구,51,51,51
간판광고물업,경상북도,포항시 북구,60,60,63
간판광고물업,경상북도,경주시,73,73,75
간판광고물업,경상북도,김천시,36,36,34
간판광고물업,경상북도,안동시,57,56,55
간판광고물업,경상북도,구미시,101,102,102
간판광고물업,경상북도,영주시,37,37,37
간판광고물업,경상북도,영천시,26,26,25
간판광고물업,경상북도,상주시,23,24,23
간판광고물업,경상북도,문경시,25,25,24
간판광고물업,경상북도,경산시,67,67,62
간판광고물업,경상북도,의성군,10,10,9
간판광고물업,경상북도,청송군,3,3,3
간판광고물업,경상북도,영양군,5,5,5
간판광고물업,경상북도,영덕군,12,13,13
간판광고물업,경상북도,청도군,12,12,11
간판광고물업,경상북도,고령군,8,8,8
간판광고물업,경상북도,성주군,16,16,16
간판광고물업,경상북도,칠곡군,24,24,25
간판광고물업,경상북도,예천군,9,9,8
간판광고물업,경상북도,봉화군,7,7,7
간판광고물업,경상북도,울진군,17,17,15
간판광고물업,경상북도,울릉군,3,3,0
간판광고물업,경상남도,창원시 의창구,69,69,68
간판광고물업,경상남도,창원시 성산구,58,57,61
간판광고물업,경상남도,창원시 마산합포구,42,42,43
간판광고물업,경상남도,창원시 마산회원구,50,50,49
간판광고물업,경상남도,창원시 진해구,28,28,29
간판광고물업,경상남도,진주시,93,93,95
간판광고물업,경상남도,통영시,25,24,24
간판광고물업,경상남도,사천시,30,30,27
간판광고물업,경상남도,김해시,111,111,113
간판광고물업,경상남도,밀양시,19,19,21
간판광고물업,경상남도,거제시,36,36,35
간판광고물업,경상남도,양산시,77,76,73
간판광고물업,경상남도,의령군,0,0,0
간판광고물업,경상남도,함안군,16,16,17
간판광고물업,경상남도,창녕군,12,12,11
간판광고물업,경상남도,고성군,5,5,6
간판광고물업,경상남도,남해군,7,7,7
간판광고물업,경상남도,하동군,9,9,10
간판광고물업,경상남도,산청군,8,7,7
간판광고물업,경상남도,함양군,13,12,11
간판광고물업,경상남도,거창군,12,12,12
간판광고물업,경상남도,합천군,7,7,7
간판광고물업,제주특별자치도,제주시,157,156,159
간판광고물업,제주특별자치도,서귀포시,44,44,43
간판광고물업,강원특별자치도,춘천시,112,111,117
간판광고물업,강원특별자치도,원주시,93,92,85
간판광고물업,강원특별자치도,강릉시,66,66,64
간판광고물업,강원특별자치도,동해시,40,40,39
간판광고물업,강원특별자치도,태백시,14,14,15
간판광고물업,강원특별자치도,속초시,42,42,42
간판광고물업,강원특별자치도,삼척시,17,17,18
간판광고물업,강원특별자치도,홍천군,27,27,26
간판광고물업,강원특별자치도,횡성군,14,14,13
간판광고물업,강원특별자치도,영월군,11,11,11
간판광고물업,강원특별자치도,평창군,15,15,13
간판광고물업,강원특별자치도,정선군,15,14,15
간판광고물업,강원특별자치도,철원군,15,15,14
간판광고물업,강원특별자치도,화천군,7,7,8
간판광고물업,강원특별자치도,양구군,5,5,4
간판광고물업,강원특별자치도,인제군,11,12,11
간판광고물업,강원특별자치도,고성군,9,9,8
간판광고물업,강원특별자치도,양양군,7,7,8
실내장식가게,서울특별시,종로구,254,253,250
실내장식가게,서울특별시,중구,283,283,281
실내장식가게,서울특별시,용산구,428,428,443
실내장식가게,서울특별시,성동구,494,498,505
실내장식가게,서울특별시,광진구,545,554,552
실내장식가게,서울특별시,동대문구,497,496,484
실내장식가게,서울특별시,중랑구,773,769,722
실내장식가게,서울특별시,성북구,534,539,503
실내장식가게,서울특별시,강북구,595,595,557
실내장식가게,서울특별시,도봉구,553,552,533
실내장식가게,서울특별시,노원구,660,665,651
실내장식가게,서울특별시,은평구,629,621,639
실내장식가게,서울특별시,서대문구,427,422,418
실내장식가게,서울특별시,마포구,864,861,847
실내장식가게,서울특별시,양천구,622,620,610
실내장식가게,서울특별시,강서구,926,930,875
실내장식가게,서울특별시,구로구,628,630,588
실내장식가게,서울특별시,금천구,609,607,594
실내장식가게,서울특별시,영등포구,676,677,671
실내장식가게,서울특별시,동작구,442,433,421
실내장식가게,서울특별시,관악구,621,616,583
실내장식가게,서울특별시,서초구,1047,1053,1050
실내장식가게,서울특별시,강남구,1591,1602,1583
실내장식가게,서울특별시,송파구,1208,1211,1184
실내장식가게,서울특별시,강동구,784,787,775
실내장식가게,부산광역시,중구,79,78,77
실내장식가게,부산광역시,서구,108,108,116
실내장식가게,부산광역시,동구,166,165,156
실내장식가게,부산광역시,영도구,136,135,128
실내장식가게,부산광역시,부산진구,603,612,584
실내장식가게,부산광역시,동래구,504,499,482
실내장식가게,부산광역시,남구,426,426,402
실내장식가게,부산광역시,북구,340,334,332
실내장식가게,부산광역시,해운대구,766,765,747
실내장식가게,부산광역시,사하구,315,315,290
실내장식가게,부산광역시,금정구,443,443,417
실내장식가게,부산광역시,강서구,231,229,188
실내장식가게,부산광역시,연제구,392,395,383
실내장식가게,부산광역시,수영구,423,418,392
실내장식가게,부산광역시,사상구,289,292,291
실내장식가게,부산광역시,기장군,268,268,257
실내장식가게,대구광역시,중구,184,186,176
실내장식가게,대구광역시,동구,542,535,522
실내장식가게,대구광역시,서구,251,254,242
실내장식가게,대구광역시,남구,366,370,371
실내장식가게,대구광역시,북구,590,584,575
실내장식가게,대구광역시,수성구,789,788,753
실내장식가게,대구광역시,달서구,734,728,694
실내장식가게,대구광역시,달성군,285,284,261
실내장식가게,대구광역시,군위군,16,15,13
실내장식가게,인천광역시,중구,264,253,227
실내장식가게,인천광역시,동구,177,177,168
실내장식가게,인천광역시,미추홀구,825,813,751
실내장식가게,인천광역시,연수구,560,556,483
실내장식가게,인천광역시,남동구,936,930,875
실내장식가게,인천광역시,부평구,780,769,703
실내장식가게,인천광역시,계양구,484,476,425
실내장식가게,인천광역시,서구,1083,1067,954
실내장식가게,인천광역시,강화군,119,121,109
실내장식가게,인천광역시,옹진군,47,47,46
실내장식가게,광주광역시,동구,248,247,232
실내장식가게,광주광역시,서구,586,580,557
실내장식가게,광주광역시,남구,359,361,362
실내장식가게,광주광역시,북구,954,947,907
실내장식가게,광주광역시,광산구,712,701,662
실내장식가게,대전광역시,동구,392,386,350
실내장식가게,대전광역시,중구,429,423,409
실내장식가게,대전광역시,서구,948,941,930
실내장식가게,대전광역시,유성구,539,529,501
실내장식가게,대전광역시,대덕구,352,346,322
실내장식가게,울산광역시,중구,371,371,343
실내장식가게,울산광역시,남구,542,542,511
실내장식가게,울산광역시,동구,151,150,147
실내장식가게,울산광역시,북구,178,173,171
실내장식가게,울산광역시,울주군,259,258,235
실내장식가게,세종특별자치시,세종시,374,374,364
실내장식가게,경기도,수원시 장안구,473,468,438
실내장식가게,경기도,수원시 권선구,683,662,615
실내장식가게,경기도,수원시 팔달구,357,360,327
실내장식가게,경기도,수원시 영통구,450,449,422
실내장식가게,경기도,성남시 수정구,499,504,477
실내장식가게,경기도,성남시 중원구,524,526,481
실내장식가게,경기도,성남시 분당구,825,824,824
실내장식가게,경기도,의정부시,867,860,795
실내장식가게,경기도,안양시 만안구,425,422,407
실내장식가게,경기도,안양시 동안구,505,512,477
실내장식가게,경기도,부천시,1658,1655,1580
실내장식가게,경기도,광명시,424,420,412
실내장식가게,경기도,평택시,826,818,722
실내장식가게,경기도,동두천시,149,147,141
실내장식가게,경기도,안산시 상록구,874,880,856
실내장식가게,경기도,안산시 단원구,660,658,598
실내장식가게,경기도,고양시 덕양구,952,942,869
실내장식가게,경기도,고양시 일산동구,711,705,689
실내장식가게,경기도,고양시 일산서구,549,547,544
실내장식가게,경기도,과천시,90,91,82
실내장식가게,경기도,구리시,419,416,376
실내장식가게,경기도,남양주시,1722,1717,1621
실내장식가게,경기도,오산시,328,319,276
실내장식가게,경기도,시흥시,1045,1040,962
실내장식가게,경기도,군포시,397,397,393
실내장식가게,경기도,의왕시,238,236,230
실내장식가게,경기도,하남시,735,740,650
실내장식가게,경기도,용인시 처인구,572,571,544
실내장식가게,경기도,용인시 기흥구,676,670,606
실내장식가게,경기도,용인시 수지구,400,403,393
실내장식가게,경기도,파주시,807,804,730
실내장식가게,경기도,이천시,222,220,196
실내장식가게,경기도,안성시,248,253,227
실내장식가게,경기도,김포시,915,908,849
실내장식가게,경기도,화성시,1427,1414,1260
실내장식가게,경기도,광주시,1009,1005,936
실내장식가게,경기도,양주시,526,519,457
실내장식가게,경기도,포천시,284,284,263
실내장식가게,경기도,여주시,142,139,123
실내장식가게,경기도,연천군,49,47,41
실내장식가게,경기도,가평군,140,140,123
실내장식가게,경기도,양평군,258,253,227
실내장식가게,충청북도,청주시 상당구,278,281,264
실내장식가게,충청북도,청주시 서원구,265,268,250
실내장식가게,충청북도,청주시 흥덕구,329,328,303
실내장식가게,충청북도,청주시 청원구,276,270,249
실내장식가게,충청북도,충주시,274,275,261
실내장식가게,충청북도,제천시,134,131,129
실내장식가게,충청북도,보은군,16,16,15
실내장식가게,충청북도,옥천군,44,44,39
실내장식가게,충청북도,영동군,41,42,32
실내장식가게,충청북도,증평군,29,28,31
실내장식가게,충청북도,진천군,79,78,69
실내장식가게,충청북도,괴산군,39,39,32
실내장식가게,충청북도,음성군,100,104,93
실내장식가게,충청북도,단양군,27,27,23
실내장식가게,충청남도,천안시 동남구,442,443,415
실내장식가게,충청남도,천안시 서북구,576,576,540
실내장식가게,충청남도,공주시,116,114,110
실내장식가게,충청남도,보령시,77,77,71
실내장식가게,충청남도,아산시,393,387,349
실내장식가게,충청남도,서산시,166,160,148
실내장식가게,충청남도,논산시,116,114,101
실내장식가게,충청남도,계룡시,47,45,41
실내장식가게,충청남도,당진시,99,98,90
실내장식가게,충청남도,금산군,56,57,53
실내장식가게,충청남도,부여군,53,55,50
실내장식가게,충청남도,서천군,41,41,38
실내장식가게,충청남도,청양군,18,18,14
실내장식가게,충청남도,홍성군,76,77,71
실내장식가게,충청남도,예산군,84,83,73
실내장식가게,충청남도,태안군,67,66,61
실내장식가게,전라북도,전주시 완산구,133,132,113
실내장식가게,전라북도,전주시 덕진구,87,90,74
실내장식가게,전라북도,군산시,48,45,40
실내장식가게,전라북도,익산시,52,51,42
실내장식가게,전라북도,정읍시,17,17,16
실내장식가게,전라북도,남원시,43,43,41
실내장식가게,전라북도,김제시,22,22,23
실내장식가게,전라북도,완주군,27,25,20
실내장식가게,전라북도,진안군,4,4,0
실내장식가게,전라북도,무주군,7,7,11
실내장식가게,전라북도,장수군,5,5,7
실내장식가게,전라북도,임실군,11,11,8
실내장식가게,전라북도,순창군,12,12,14
실내장식가게,전라북도,고창군,14,14,14
실내장식가게,전라북도,부안군,5,5,7
실내장식가게,전라남도,목포시,240,240,243
실내장식가게,전라남도,여수시,273,278,270
실내장식가게,전라남도,순천시,343,346,331
실내장식가게,전라남도,나주시,136,133,119
실내장식가게,전라남도,광양시,163,159,145
실내장식가게,전라남도,담양군,84,82,78
실내장식가게,전라남도,곡성군,26,26,27
실내장식가게,전라남도,구례군,25,25,23
실내장식가게,전라남도,고흥군,51,51,41
실내장식가게,전라남도,보성군,25,24,23
실내장식가게,전라남도,화순군,83,83,80
실내장식가게,전라남도,장흥군,28,27,28
실내장식가게,전라남도,강진군,41,41,35
실내장식가게,전라남도,해남군,38,38,33
실내장식가게,전라남도,영암군,38,37,27
실내장식가게,전라남도,무안군,56,57,49
실내장식가게,전라남도,함평군,24,26,20
실내장식가게,전라남도,영광군,32,31,32
실내장식가게,전라남도,장성군,47,48,39
실내장식가게,전라남도,완도군,36,37,33
실내장식가게,전라남도,진도군,17,17,19
실내장식가게,전라남도,신안군,21,20,16
실내장식가게,경상북도,포항시 남구,277,275,277
실내장식가게,경상북도,포항시 북구,354,356,314
실내장식가게,경상북도,경주시,297,293,277
실내장식가게,경상북도,김천시,91,91,86
실내장식가게,경상북도,안동시,204,201,187
실내장식가게,경상북도,구미시,526,518,467
실내장식가게,경상북도,영주시,66,65,55
실내장식가게,경상북도,영천시,88,88,81
실내장식가게,경상북도,상주시,64,65,58
실내장식가게,경상북도,문경시,86,83,67
실내장식가게,경상북도,경산시,357,359,345
실내장식가게,경상북도,의성군,25,26,28
실내장식가게,경상북도,청송군,14,14,13
실내장식가게,경상북도,영양군,10,10,10
실내장식가게,경상북도,영덕군,27,28,28
실내장식가게,경상북도,청도군,37,38,32
실내장식가게,경상북도,고령군,47,47,41
